measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
3,YLDs (Years Lived with Disability),24,Marshall Islands,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,0.49693825868643515,1.1904701554117976,0.14293866934441044
3,YLDs (Years Lived with Disability),24,Marshall Islands,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,0.7964905420928667,1.8075428354986502,0.26016859391864194
3,YLDs (Years Lived with Disability),24,Marshall Islands,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,1.619330918931507,3.451941729849845,0.506877983548527
3,YLDs (Years Lived with Disability),24,Marshall Islands,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,2.544711539676222,5.0324263401341005,0.9530214370032895
3,YLDs (Years Lived with Disability),43,Albania,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,8.425876330030768,19.46054316549558,2.327495333714492
3,YLDs (Years Lived with Disability),43,Albania,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,16.970945805994884,36.90115335625592,5.824002044296349
3,YLDs (Years Lived with Disability),43,Albania,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,24.754047754341126,53.74008746455726,7.690487493339861
3,YLDs (Years Lived with Disability),43,Albania,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,66.95324261294931,129.97806187644727,25.164664048550552
3,YLDs (Years Lived with Disability),49,North Macedonia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,5.717381597390257,12.570048898148384,1.6797392514351914
3,YLDs (Years Lived with Disability),49,North Macedonia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,9.584137222840036,21.224810533983778,3.495418477255961
3,YLDs (Years Lived with Disability),49,North Macedonia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,17.43224924381365,37.10830466204889,5.6759546638010665
3,YLDs (Years Lived with Disability),49,North Macedonia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,35.011550321766684,69.31633505285193,14.290648927464579
3,YLDs (Years Lived with Disability),11,Indonesia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,2009.9056445968258,4305.315943636673,699.6362980974686
3,YLDs (Years Lived with Disability),11,Indonesia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,2108.1088758676415,4418.31641375494,726.2918684507534
3,YLDs (Years Lived with Disability),11,Indonesia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,5124.764073766668,10249.429847927702,1586.836503093458
3,YLDs (Years Lived with Disability),11,Indonesia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,6555.6544743760805,13127.608246590835,2319.9229159779793
3,YLDs (Years Lived with Disability),20,Viet Nam,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,507.3008213129078,1174.3563707483113,154.5157770454365
3,YLDs (Years Lived with Disability),20,Viet Nam,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,798.3416718490963,1799.0532968757525,238.0860432901636
3,YLDs (Years Lived with Disability),20,Viet Nam,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,1214.6980318505261,2667.399218806367,397.9029676743395
3,YLDs (Years Lived with Disability),20,Viet Nam,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,2326.3308341573365,4768.71821673409,767.3911628599096
3,YLDs (Years Lived with Disability),79,Finland,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,88.57316458873511,182.92241822241058,31.243796182835666
3,YLDs (Years Lived with Disability),79,Finland,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,135.02723187354016,277.7258611953508,53.456986705072175
3,YLDs (Years Lived with Disability),79,Finland,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,176.57021200599894,370.61983192264523,57.88364755074787
3,YLDs (Years Lived with Disability),79,Finland,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,352.4357985850161,673.1883897989077,131.4744857383052
3,YLDs (Years Lived with Disability),109,Cuba,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,71.34129568976387,158.47158965194092,20.99516266535507
3,YLDs (Years Lived with Disability),109,Cuba,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,146.15836731934732,311.28512100828215,51.29608633897066
3,YLDs (Years Lived with Disability),109,Cuba,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,208.94335586705094,438.44710668909994,62.40014606631169
3,YLDs (Years Lived with Disability),109,Cuba,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,535.0227988998453,1073.198719299511,196.07342716036456
3,YLDs (Years Lived with Disability),27,Samoa,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,2.559805216426263,5.901100338413471,0.7743954261088436
3,YLDs (Years Lived with Disability),27,Samoa,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,3.462747781311644,7.795082535278061,1.1033039278517465
3,YLDs (Years Lived with Disability),27,Samoa,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,7.938970950898299,16.628174678602957,2.5360250418405657
3,YLDs (Years Lived with Disability),27,Samoa,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,10.103495221525383,20.303829253679265,3.5059912415709293
3,YLDs (Years Lived with Disability),66,Brunei Darussalam,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,4.327221201399479,9.56284611349789,1.443779137550086
3,YLDs (Years Lived with Disability),66,Brunei Darussalam,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,4.257739240304993,9.274849034049822,1.4344568361048289
3,YLDs (Years Lived with Disability),66,Brunei Darussalam,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,9.674832477587419,20.25528309741445,3.0824722124812793
3,YLDs (Years Lived with Disability),66,Brunei Darussalam,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,12.06106725943173,23.602084192302428,4.6405004538683325
3,YLDs (Years Lived with Disability),47,Czechia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,21.976480328113226,50.80424907272723,6.5751292875547485
3,YLDs (Years Lived with Disability),47,Czechia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,62.59488543969859,126.02068108453479,21.885997721740676
3,YLDs (Years Lived with Disability),47,Czechia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,62.4531313709516,134.5245974198391,21.821277415720633
3,YLDs (Years Lived with Disability),47,Czechia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,183.83756798881046,356.4659246586697,72.55316041981611
3,YLDs (Years Lived with Disability),85,Israel,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,241.23725936345036,498.1966745696133,85.18558124879915
3,YLDs (Years Lived with Disability),85,Israel,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,324.1551557182199,677.612331127946,119.59296075574107
3,YLDs (Years Lived with Disability),85,Israel,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,472.79385915244654,943.2382232050559,167.28513747302702
3,YLDs (Years Lived with Disability),85,Israel,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,740.1511655633904,1442.34260986402,281.20136547952706
3,YLDs (Years Lived with Disability),34,Azerbaijan,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,30.719472922534806,71.36574285938617,8.600992787701948
3,YLDs (Years Lived with Disability),34,Azerbaijan,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,30.919376173418616,72.08128245185591,9.835307660165565
3,YLDs (Years Lived with Disability),34,Azerbaijan,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,64.50608818623915,146.59241939717649,17.44141627024374
3,YLDs (Years Lived with Disability),34,Azerbaijan,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,109.01180376491192,226.31406380564934,35.09348706999263
3,YLDs (Years Lived with Disability),87,Luxembourg,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,7.128278639262664,14.603784874546704,2.400239295982888
3,YLDs (Years Lived with Disability),87,Luxembourg,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,13.83547218601173,28.227178597355167,5.428179207282866
3,YLDs (Years Lived with Disability),87,Luxembourg,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,13.030495210531802,26.994413251102706,4.468793079305503
3,YLDs (Years Lived with Disability),87,Luxembourg,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,28.933013777368313,57.33761524236758,11.333277841822577
3,YLDs (Years Lived with Disability),28,Solomon Islands,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,3.4251756833887037,8.059633504086142,0.9752722850693442
3,YLDs (Years Lived with Disability),28,Solomon Islands,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,5.534645224095825,12.324230665024308,2.0118527477342236
3,YLDs (Years Lived with Disability),28,Solomon Islands,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,11.402305095249957,23.71116642725826,3.841588251544981
3,YLDs (Years Lived with Disability),28,Solomon Islands,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,30.663544021676756,62.99554679668781,9.975756719404146
3,YLDs (Years Lived with Disability),15,Myanmar,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,183.385197795962,417.03865427555075,55.397936509308394
3,YLDs (Years Lived with Disability),15,Myanmar,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,171.1123999586414,385.91091997956664,50.450267103341574
3,YLDs (Years Lived with Disability),15,Myanmar,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,463.09669671242153,952.0445564161311,170.3456118114114
3,YLDs (Years Lived with Disability),15,Myanmar,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,710.2848494327732,1589.824560394392,191.23511621030116
3,YLDs (Years Lived with Disability),57,Belarus,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,60.890556346012296,135.06681003865694,19.19141817577325
3,YLDs (Years Lived with Disability),57,Belarus,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,100.1275424889075,216.61632557138444,36.0793376460425
3,YLDs (Years Lived with Disability),57,Belarus,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,167.70155880414734,353.24396402561916,50.62135626553175
3,YLDs (Years Lived with Disability),57,Belarus,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,301.224345711622,573.8719357879265,121.54715950395197
3,YLDs (Years Lived with Disability),22,Fiji,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,8.970747052154094,19.13897318328762,2.9354934481340718
3,YLDs (Years Lived with Disability),22,Fiji,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,14.521484786902295,31.800823078382415,5.293603397499803
3,YLDs (Years Lived with Disability),22,Fiji,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,28.210629011395927,58.665436110202684,9.592009652484894
3,YLDs (Years Lived with Disability),22,Fiji,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,48.634002288959465,92.58644358281816,18.548498943740054
3,YLDs (Years Lived with Disability),46,Croatia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,14.233827799508632,32.602547409017724,4.571914961053541
3,YLDs (Years Lived with Disability),46,Croatia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,24.15462734793681,50.52139106598227,8.242021237467759
3,YLDs (Years Lived with Disability),46,Croatia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,43.8366869935764,91.7969685766174,14.377824015537644
3,YLDs (Years Lived with Disability),46,Croatia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,78.98140982350934,153.29551729267354,31.643769383413026
3,YLDs (Years Lived with Disability),19,Timor-Leste,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,17.706196544267986,38.893842840907396,5.665915579893737
3,YLDs (Years Lived with Disability),19,Timor-Leste,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,21.546071528475984,48.411620212567776,6.80429904930464
3,YLDs (Years Lived with Disability),19,Timor-Leste,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,48.39247510753201,100.75352221905305,16.275455062223187
3,YLDs (Years Lived with Disability),19,Timor-Leste,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,74.10534583405108,143.48762627179332,25.697924724847056
3,YLDs (Years Lived with Disability),102,United States of America,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,6651.898142473517,13590.972533557946,2347.272757329795
3,YLDs (Years Lived with Disability),102,United States of America,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,18154.606355245207,35528.40409404641,7350.8055122997985
3,YLDs (Years Lived with Disability),102,United States of America,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,17559.63452998631,34849.69396028341,5744.344924828439
3,YLDs (Years Lived with Disability),102,United States of America,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,52656.085791483885,92298.98074037551,22612.879966673932
3,YLDs (Years Lived with Disability),55,Slovenia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,5.367364859938915,11.86476038605835,1.7473144682965334
3,YLDs (Years Lived with Disability),55,Slovenia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,11.444356185763542,24.61107600480547,4.0965735328934025
3,YLDs (Years Lived with Disability),55,Slovenia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,16.474795173485234,34.73778671681395,5.604507225209004
3,YLDs (Years Lived with Disability),55,Slovenia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,37.74634506475659,73.77908428555583,15.115228918594422
3,YLDs (Years Lived with Disability),45,Bulgaria,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,30.752484770068715,67.84631851732571,9.861990396478282
3,YLDs (Years Lived with Disability),45,Bulgaria,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,47.654468363220886,103.21495076080585,15.991050325629466
3,YLDs (Years Lived with Disability),45,Bulgaria,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,78.3489564498493,158.60728868428762,26.61529744064264
3,YLDs (Years Lived with Disability),45,Bulgaria,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,144.82944387355425,275.5470376128864,55.58056809802015
3,YLDs (Years Lived with Disability),121,Bolivia (Plurinational State of),1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,75.82257465170214,166.73318693009844,23.40386470182778
3,YLDs (Years Lived with Disability),121,Bolivia (Plurinational State of),2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,204.25906717558004,429.57813992097044,74.94631001931549
3,YLDs (Years Lived with Disability),121,Bolivia (Plurinational State of),1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,206.37872141883238,445.64204879428445,67.80340739637393
3,YLDs (Years Lived with Disability),121,Bolivia (Plurinational State of),2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,777.8994403683098,1446.4830598357778,311.1518131574731
3,YLDs (Years Lived with Disability),97,Argentina,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,426.5466459392834,908.7238262623397,138.78202455855217
3,YLDs (Years Lived with Disability),97,Argentina,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,997.4468225021378,2073.559523590168,374.72375498483353
3,YLDs (Years Lived with Disability),97,Argentina,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,1182.113512231386,2477.562254870452,379.7631014875284
3,YLDs (Years Lived with Disability),97,Argentina,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,2819.530303317413,5205.961900456403,1182.007524068076
3,YLDs (Years Lived with Disability),82,Greece,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,158.10953543982407,338.08823148782955,50.82459492801654
3,YLDs (Years Lived with Disability),82,Greece,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,279.6780726240835,574.1091994749784,103.20962465896197
3,YLDs (Years Lived with Disability),82,Greece,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,313.90273264611136,652.5118751306702,101.34528579028535
3,YLDs (Years Lived with Disability),82,Greece,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,646.5832332625001,1231.0557182679045,264.01675638596396
3,YLDs (Years Lived with Disability),23,Kiribati,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,1.0100897032973266,2.313410795241646,0.315468920615361
3,YLDs (Years Lived with Disability),23,Kiribati,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,1.7539782614600947,3.8581172411384195,0.6650600170057421
3,YLDs (Years Lived with Disability),23,Kiribati,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,3.2231403740131532,6.727197279060401,1.0266856554850512
3,YLDs (Years Lived with Disability),23,Kiribati,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,6.705991720783726,12.38702093893394,2.540580785351934
3,YLDs (Years Lived with Disability),107,Barbados,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,1.0744123720224985,2.4149285021285785,0.34111601707669376
3,YLDs (Years Lived with Disability),107,Barbados,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,2.2631509109648613,4.72276399301348,0.7989728564226117
3,YLDs (Years Lived with Disability),107,Barbados,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,2.867128847351053,6.248557928088852,0.9050695265093728
3,YLDs (Years Lived with Disability),107,Barbados,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,10.062808948721731,20.942825130817226,3.2751919295355423
3,YLDs (Years Lived with Disability),106,Bahamas,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,3.2169285596200794,7.141157601605864,1.0511299440885231
3,YLDs (Years Lived with Disability),106,Bahamas,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,7.395909184066264,15.557768034411778,2.668752228399007
3,YLDs (Years Lived with Disability),106,Bahamas,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,6.7034169335254745,14.221202978988606,2.08503183821721
3,YLDs (Years Lived with Disability),106,Bahamas,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,21.034365296701523,41.89245038109072,7.388404144373672
3,YLDs (Years Lived with Disability),113,Guyana,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,13.016009337915827,27.000413628221676,4.509238245666583
3,YLDs (Years Lived with Disability),113,Guyana,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,32.23198116450079,68.54211160449172,12.28993961553231
3,YLDs (Years Lived with Disability),113,Guyana,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,47.003148946998664,94.76154619107953,15.982577006343421
3,YLDs (Years Lived with Disability),113,Guyana,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,119.33823412635712,227.22734015701613,48.366684395420016
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,779.2435587516577,1593.293033876942,279.61541282506346
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,1349.2852796595303,2627.133060563254,541.6856618309693
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,1689.5578739500077,3531.62068493172,564.5725319029893
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,3491.703045928621,6487.732025219298,1428.411748915787
3,YLDs (Years Lived with Disability),129,Honduras,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,64.50461952315968,145.20053306081647,19.233577175359024
3,YLDs (Years Lived with Disability),129,Honduras,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,200.34094487017543,438.85747741910836,71.79946542326019
3,YLDs (Years Lived with Disability),129,Honduras,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,156.87883149506285,334.99864430703064,52.58473555839449
3,YLDs (Years Lived with Disability),129,Honduras,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,587.735506802514,1147.582394645206,239.2267361636009
3,YLDs (Years Lived with Disability),90,Norway,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,47.59416319791494,99.79397313078343,15.563858459542685
3,YLDs (Years Lived with Disability),90,Norway,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,85.86234339265258,167.72425974671964,34.52743678164665
3,YLDs (Years Lived with Disability),90,Norway,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,116.71379830662183,247.90365942273797,35.4742500448835
3,YLDs (Years Lived with Disability),90,Norway,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,241.6255153536945,445.51553254526016,97.97091311217696
3,YLDs (Years Lived with Disability),76,Belgium,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,192.18211009061412,383.0495189292908,68.66672551492174
3,YLDs (Years Lived with Disability),76,Belgium,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,296.7501558962848,599.7714794908185,115.19637585596429
3,YLDs (Years Lived with Disability),76,Belgium,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,343.33424945192274,697.9338861055029,117.05987620047671
3,YLDs (Years Lived with Disability),76,Belgium,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,615.330594159063,1193.7995324692065,252.56200931050043
3,YLDs (Years Lived with Disability),83,Iceland,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,2.5398476578617344,5.4902998983317355,0.856979486058747
3,YLDs (Years Lived with Disability),83,Iceland,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,5.474719059450264,11.132304210318798,2.121258160503145
3,YLDs (Years Lived with Disability),83,Iceland,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,4.014660320184848,8.987140986692024,1.285512009024721
3,YLDs (Years Lived with Disability),83,Iceland,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,9.221764176033762,18.70585439287287,3.589944308032922
3,YLDs (Years Lived with Disability),38,Mongolia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,35.68963264054803,73.99762859074299,12.308400073918685
3,YLDs (Years Lived with Disability),38,Mongolia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,33.6983910544221,73.6664313338564,10.989250561042514
3,YLDs (Years Lived with Disability),38,Mongolia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,96.75586268436659,207.88326764894225,31.463456020956475
3,YLDs (Years Lived with Disability),38,Mongolia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,111.20281709006994,221.57943313451966,42.666461427036914
3,YLDs (Years Lived with Disability),17,Sri Lanka,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,214.6981861809037,460.6072322886805,70.85424330420425
3,YLDs (Years Lived with Disability),17,Sri Lanka,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,218.16329082178535,479.7392998458472,71.89849660681035
3,YLDs (Years Lived with Disability),17,Sri Lanka,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,698.4569500416537,1384.651031182193,260.8198932588185
3,YLDs (Years Lived with Disability),17,Sri Lanka,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,782.1693530899723,1525.1241814305413,275.3526508107061
3,YLDs (Years Lived with Disability),71,Australia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,404.7965077268455,844.5677340151964,143.92077535013232
3,YLDs (Years Lived with Disability),71,Australia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,677.9883924456516,1360.8843556641987,267.35112199595176
3,YLDs (Years Lived with Disability),71,Australia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,765.3765445301209,1630.896051604014,261.51666868284116
3,YLDs (Years Lived with Disability),71,Australia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,1760.7434243254231,3307.0953467404966,734.6178153104722
3,YLDs (Years Lived with Disability),10,Cambodia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,95.65466413486581,215.30853005261042,30.903541961647512
3,YLDs (Years Lived with Disability),10,Cambodia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,160.01940873498646,356.48914507821013,48.795604499102645
3,YLDs (Years Lived with Disability),10,Cambodia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,299.89320075418914,612.9821911070037,107.39363886850906
3,YLDs (Years Lived with Disability),10,Cambodia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,474.02601871167013,989.5693737797404,162.199818191966
3,YLDs (Years Lived with Disability),51,Poland,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,84.04276934420693,184.80895166846273,27.888084402998384
3,YLDs (Years Lived with Disability),51,Poland,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,93.37998667849806,197.68534530584975,33.4580421183276
3,YLDs (Years Lived with Disability),51,Poland,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,260.4345899657112,550.5803917404132,79.39603661111707
3,YLDs (Years Lived with Disability),51,Poland,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2018,291.72348750051765,563.426256633924,110.02803687428458
3,YLDs (Years Lived with Disability),75,Austria,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2018,109.51690825801106,215.5041539962631,38.89356088788663
