measure,location,sex,age,cause,rei,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Greece,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,279.6780726240835,574.1091994749784,103.20962465896197
YLDs (Years Lived with Disability),Greece,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,313.90273264611136,652.5118751306702,101.34528579028535
YLDs (Years Lived with Disability),Greece,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,646.5832332625001,1231.0557182679045,264.01675638596396
YLDs (Years Lived with Disability),Greece,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,293.19405665146206,622.928064705044,81.12767300132494
YLDs (Years Lived with Disability),Greece,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,761.4487791043913,1487.037963578336,263.7496288238672
YLDs (Years Lived with Disability),Estonia,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,10.502667932169267,22.728988675225004,3.7900188838568556
YLDs (Years Lived with Disability),Estonia,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,15.344965203581301,31.798682305396923,5.480155361940644
YLDs (Years Lived with Disability),Estonia,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,27.282101818222028,53.826254854689964,9.895194658755669
YLDs (Years Lived with Disability),Estonia,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,41.5695769401116,77.95401761167966,17.311672331955613
YLDs (Years Lived with Disability),Estonia,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,33.409999925298585,70.38760508471748,7.8231953109120145
YLDs (Years Lived with Disability),Estonia,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,60.48293212989794,117.61848320476007,23.15443935160731
YLDs (Years Lived with Disability),Canada,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,396.8988539112217,847.158792761283,133.08170407170107
YLDs (Years Lived with Disability),Canada,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,865.8798374310015,1801.576600165114,325.70188968247726
YLDs (Years Lived with Disability),Canada,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,1118.0885424171097,2196.9320273391927,394.66276549968376
YLDs (Years Lived with Disability),Canada,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,2625.468183616323,4946.05293197581,1147.9877167359714
YLDs (Years Lived with Disability),Canada,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,1314.669591040272,2716.8771753524347,369.7489824311588
YLDs (Years Lived with Disability),Canada,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,3433.3380933460912,6246.057296206466,1451.1250780298365
YLDs (Years Lived with Disability),Jordan,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,387.3711909524175,816.9028701721315,133.1381000443107
YLDs (Years Lived with Disability),Jordan,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,446.37350051901024,955.9424626282085,159.7305022352969
YLDs (Years Lived with Disability),Jordan,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,755.7002269689917,1564.699440997837,253.6916981686245
YLDs (Years Lived with Disability),Jordan,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,1131.7575414926096,2216.0936337257,413.83765094333694
YLDs (Years Lived with Disability),Jordan,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,711.008475958564,1511.7687469715786,193.28636659399302
YLDs (Years Lived with Disability),Jordan,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,1270.8391784866262,2573.7344461218954,394.6369840763923
YLDs (Years Lived with Disability),Ecuador,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,200.6787511246222,436.999043844539,68.00672039867864
YLDs (Years Lived with Disability),Ecuador,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,541.0473268602328,1137.4206700026002,217.47689734586703
YLDs (Years Lived with Disability),Ecuador,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,530.4610353847222,1115.2369920596298,175.38549294220974
YLDs (Years Lived with Disability),Ecuador,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,1610.6276929613273,2977.0761332158713,699.1858841967061
YLDs (Years Lived with Disability),Ecuador,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,560.0217324495829,1193.853761997861,162.9525182839051
YLDs (Years Lived with Disability),Ecuador,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,1918.7075408335759,3598.155878590316,767.7452906945052
YLDs (Years Lived with Disability),Lithuania,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,24.226801228767542,49.42717196314588,8.588884051906218
YLDs (Years Lived with Disability),Lithuania,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,35.98765015035479,72.48848253140005,13.902317394748314
YLDs (Years Lived with Disability),Lithuania,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,92.21271741882491,174.71467855975658,33.96128761204979
YLDs (Years Lived with Disability),Lithuania,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,126.22717336274101,236.30923972902005,57.37271017850624
YLDs (Years Lived with Disability),Lithuania,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,150.76300311029598,303.24588768938276,36.49848475600947
YLDs (Years Lived with Disability),Lithuania,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,215.83944432703348,404.1928411986601,83.62314730180229
YLDs (Years Lived with Disability),Australia,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,404.7965077268455,844.5677340151964,143.92077535013232
YLDs (Years Lived with Disability),Australia,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,677.9883924456516,1360.8843556641987,267.35112199595176
YLDs (Years Lived with Disability),Australia,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,765.3765445301209,1630.896051604014,261.51666868284116
YLDs (Years Lived with Disability),Australia,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,1760.7434243254231,3307.0953467404966,734.6178153104722
YLDs (Years Lived with Disability),Australia,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,852.2260904927264,1820.669933024592,252.42430263758357
YLDs (Years Lived with Disability),Australia,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,2834.8283743049074,5418.540946930242,992.9308135694308
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Male,10-14 years,Depressive disorders,All risk factors,Number,2018,253.4765851332632,567.3164800246387,76.64427951193603
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Female,10-14 years,Depressive disorders,All risk factors,Number,2018,550.7738260357057,1191.608304020071,189.44813988880594
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Male,15-19 years,Depressive disorders,All risk factors,Number,2018,721.0168056219698,1463.5227660801138,246.0450961816416
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Female,15-19 years,Depressive disorders,All risk factors,Number,2018,1481.998711114323,2873.9515529140044,575.9451443756102
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Male,20-24 years,Depressive disorders,All risk factors,Number,2018,873.3990237448033,1859.3235202534734,262.28604404000816
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Female,20-24 years,Depressive disorders,All risk factors,Number,2018,1878.9587280760381,3753.4338001363067,638.4957535090194
YLDs (Years Lived with Disability),Saint Lucia,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,1.3722263149748184,3.0195699789305577,0.42798318563762755
YLDs (Years Lived with Disability),Saint Lucia,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,3.5391749614545636,7.694684462845435,1.250071268840911
YLDs (Years Lived with Disability),Saint Lucia,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,4.114283025834503,8.379404754956497,1.352461129272697
YLDs (Years Lived with Disability),Saint Lucia,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,11.234317962143326,21.836171301159986,4.155282194817887
YLDs (Years Lived with Disability),Saint Lucia,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,4.882059766729106,10.401364897236126,1.332145674859902
YLDs (Years Lived with Disability),Saint Lucia,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,15.093416469311121,30.123474308987753,4.415939747599006
YLDs (Years Lived with Disability),Grenada,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,1.1727549812486553,2.5543437990305935,0.3866355170770647
YLDs (Years Lived with Disability),Grenada,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,2.292105503022091,4.740995996850676,0.8059064094402
YLDs (Years Lived with Disability),Grenada,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,3.416773974201099,7.109044716254921,1.1440375739156556
YLDs (Years Lived with Disability),Grenada,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,7.018436756602396,13.725428668218797,2.620435061526905
YLDs (Years Lived with Disability),Grenada,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,4.1988156664932825,9.323116865859205,1.1328750602901072
YLDs (Years Lived with Disability),Grenada,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,9.839447644204476,20.138951475306964,3.014631650028854
YLDs (Years Lived with Disability),Papua New Guinea,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,87.31960062940848,195.4294564044146,28.71899412335295
YLDs (Years Lived with Disability),Papua New Guinea,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,117.5487096959273,263.03750773138523,37.77544997392436
YLDs (Years Lived with Disability),Papua New Guinea,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,306.66365694208895,651.6657808614357,96.35951733315696
YLDs (Years Lived with Disability),Papua New Guinea,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,564.4942752514122,1122.6907792736122,190.21711270287219
YLDs (Years Lived with Disability),Papua New Guinea,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,402.2359171603487,863.4959843710259,112.7776735403242
YLDs (Years Lived with Disability),Papua New Guinea,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,994.3942305086397,1981.3436171112598,253.9638859010348
YLDs (Years Lived with Disability),Tajikistan,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,18.693727110233468,46.04855963126347,5.015249076089765
YLDs (Years Lived with Disability),Tajikistan,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,28.26236857851775,64.30435920608359,8.916149503664343
YLDs (Years Lived with Disability),Tajikistan,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,46.74858629742225,102.7738938477729,13.749812217888362
YLDs (Years Lived with Disability),Tajikistan,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,133.64054598646567,281.1270518201016,44.263559102584
YLDs (Years Lived with Disability),Tajikistan,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,49.489573424740584,111.45847912152557,14.178695760891273
YLDs (Years Lived with Disability),Tajikistan,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,280.4720645259818,638.0692942190929,63.187886760193486
YLDs (Years Lived with Disability),Belize,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,5.386490942425026,11.680335416171342,1.6834699188122086
YLDs (Years Lived with Disability),Belize,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,12.747525627163654,26.019811405546562,4.516925724822314
YLDs (Years Lived with Disability),Belize,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,13.565780107583716,28.823706402969872,4.383481728694185
YLDs (Years Lived with Disability),Belize,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,34.54754262764525,67.89578845882089,13.400440226404923
YLDs (Years Lived with Disability),Belize,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,13.41185472287392,28.829252019307138,3.6844795787485882
YLDs (Years Lived with Disability),Belize,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,38.30961574981117,77.37360489658592,12.327115952178673
YLDs (Years Lived with Disability),Uzbekistan,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,151.98713454938212,354.6245693964509,43.28881909221621
YLDs (Years Lived with Disability),Uzbekistan,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,153.3124889138387,346.9134183084979,51.92758828065534
YLDs (Years Lived with Disability),Uzbekistan,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,395.29744031072755,896.1228304371928,107.28349427733167
YLDs (Years Lived with Disability),Uzbekistan,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,565.7508752692507,1129.4750230682064,197.79283897561072
YLDs (Years Lived with Disability),Uzbekistan,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,466.27374998395584,1065.0508125029382,106.56447912267998
YLDs (Years Lived with Disability),Uzbekistan,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,1086.6086686397114,2466.741184670846,306.0309877729224
YLDs (Years Lived with Disability),United Kingdom,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,779.2435587516577,1593.293033876942,279.61541282506346
YLDs (Years Lived with Disability),United Kingdom,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,1349.2852796595303,2627.133060563254,541.6856618309693
YLDs (Years Lived with Disability),United Kingdom,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,1689.5578739500077,3531.62068493172,564.5725319029893
YLDs (Years Lived with Disability),United Kingdom,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,3491.703045928621,6487.732025219298,1428.411748915787
YLDs (Years Lived with Disability),United Kingdom,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,2164.6377717538658,4567.195359564911,661.5931736940308
YLDs (Years Lived with Disability),United Kingdom,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,5544.593629812755,10599.174328665351,1942.8070815655378
YLDs (Years Lived with Disability),Norway,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,47.59416319791494,99.79397313078343,15.563858459542685
YLDs (Years Lived with Disability),Norway,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,85.86234339265258,167.72425974671964,34.52743678164665
YLDs (Years Lived with Disability),Norway,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,116.71379830662183,247.90365942273797,35.4742500448835
YLDs (Years Lived with Disability),Norway,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,241.6255153536945,445.51553254526016,97.97091311217696
YLDs (Years Lived with Disability),Norway,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,137.32197062044125,301.57071755776354,37.37980567472186
YLDs (Years Lived with Disability),Norway,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,363.1282209549105,684.3279897832009,130.89747703630317
YLDs (Years Lived with Disability),Haiti,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,125.9572761641911,277.96947872267594,36.65237123352815
YLDs (Years Lived with Disability),Haiti,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,314.73617534488557,674.4095068269662,113.40132744304154
YLDs (Years Lived with Disability),Haiti,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,298.2820109294784,629.9136687446272,89.11824730708342
YLDs (Years Lived with Disability),Haiti,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,1045.4507795105728,2056.9814755399566,376.90717485063055
YLDs (Years Lived with Disability),Haiti,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,295.9894065307035,660.0109232539984,80.66651271912893
YLDs (Years Lived with Disability),Haiti,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,1436.7363790952606,2866.552021090117,416.4219528949459
YLDs (Years Lived with Disability),Algeria,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,915.6031671989666,1932.8496731302982,323.3067396159938
YLDs (Years Lived with Disability),Algeria,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,1382.28499897775,2864.188495278992,509.6564127493569
YLDs (Years Lived with Disability),Algeria,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,1681.2051392938947,3501.7423421901085,534.4429897216975
YLDs (Years Lived with Disability),Algeria,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,3436.934801020183,6709.144181376203,1245.9875425057064
YLDs (Years Lived with Disability),Algeria,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,1795.7708692946344,3864.6523350780103,477.55714324037507
YLDs (Years Lived with Disability),Algeria,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,4820.8105041270455,9750.400037176163,1438.3223605427818
YLDs (Years Lived with Disability),Oman,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,70.94392396515902,152.6345517311505,23.925323762595724
YLDs (Years Lived with Disability),Oman,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,95.7741686487016,201.77179725321736,34.36997430337044
YLDs (Years Lived with Disability),Oman,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,143.04432392475164,302.47626711253133,45.64092353241627
YLDs (Years Lived with Disability),Oman,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,248.85243877095505,487.03403547314247,91.47993867766947
YLDs (Years Lived with Disability),Oman,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,310.70633220058266,684.5609912098284,82.55657240320662
YLDs (Years Lived with Disability),Oman,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,380.4489740232608,775.0164397323518,105.59470259076885
YLDs (Years Lived with Disability),Guatemala,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,158.4054962101401,344.9117981701583,47.904939406544116
YLDs (Years Lived with Disability),Guatemala,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,455.20761591145765,979.2452589605733,153.38855227718648
YLDs (Years Lived with Disability),Guatemala,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,422.01283211023195,904.2833516550561,132.43477437324353
YLDs (Years Lived with Disability),Guatemala,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,1242.4560208412329,2480.1691032018616,479.1802096772428
YLDs (Years Lived with Disability),Guatemala,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,511.35022600502674,1088.8520188920131,155.22445525073792
YLDs (Years Lived with Disability),Guatemala,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,1581.661325252753,3100.079048180621,531.4944979502382
YLDs (Years Lived with Disability),Malta,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,3.519970305209897,7.5659587673841475,1.084934851460665
YLDs (Years Lived with Disability),Malta,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,5.051572794594822,10.348422922885241,1.9578268156140186
YLDs (Years Lived with Disability),Malta,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,5.945206292100905,12.549580739056733,2.0007903616561364
YLDs (Years Lived with Disability),Malta,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,11.473456466317813,22.775163209946736,4.473390954631805
YLDs (Years Lived with Disability),Malta,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,6.450649186643126,13.847273971742124,1.8820749496130253
YLDs (Years Lived with Disability),Malta,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,15.521228940694058,31.00658135700376,5.489429693111063
YLDs (Years Lived with Disability),Bahamas,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,3.2169285596200794,7.141157601605864,1.0511299440885231
YLDs (Years Lived with Disability),Bahamas,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,7.395909184066264,15.557768034411778,2.668752228399007
YLDs (Years Lived with Disability),Bahamas,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,6.7034169335254745,14.221202978988606,2.08503183821721
YLDs (Years Lived with Disability),Bahamas,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,21.034365296701523,41.89245038109072,7.388404144373672
YLDs (Years Lived with Disability),Bahamas,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,6.954947546924247,15.62350520277639,1.752710624255881
YLDs (Years Lived with Disability),Bahamas,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,29.281790650221403,61.486262538289736,8.458071790153602
YLDs (Years Lived with Disability),Cambodia,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,95.65466413486581,215.30853005261042,30.903541961647512
YLDs (Years Lived with Disability),Cambodia,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,160.01940873498646,356.48914507821013,48.795604499102645
YLDs (Years Lived with Disability),Cambodia,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,299.89320075418914,612.9821911070037,107.39363886850906
YLDs (Years Lived with Disability),Cambodia,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,474.02601871167013,989.5693737797404,162.199818191966
YLDs (Years Lived with Disability),Cambodia,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,402.48204100753543,808.3163394274244,145.54633941007017
YLDs (Years Lived with Disability),Cambodia,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,635.3995959045079,1405.9397431637506,158.37293841704115
YLDs (Years Lived with Disability),Belgium,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,192.18211009061412,383.0495189292908,68.66672551492174
YLDs (Years Lived with Disability),Belgium,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,296.7501558962848,599.7714794908185,115.19637585596429
YLDs (Years Lived with Disability),Belgium,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,343.33424945192274,697.9338861055029,117.05987620047671
YLDs (Years Lived with Disability),Belgium,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,615.330594159063,1193.7995324692065,252.56200931050043
YLDs (Years Lived with Disability),Belgium,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,367.02174566986525,769.4472534747546,95.212816645607
YLDs (Years Lived with Disability),Belgium,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,768.1196312291529,1472.1943724689759,269.7400558771876
YLDs (Years Lived with Disability),Bulgaria,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,30.752484770068715,67.84631851732571,9.861990396478282
YLDs (Years Lived with Disability),Bulgaria,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,47.654468363220886,103.21495076080585,15.991050325629466
YLDs (Years Lived with Disability),Bulgaria,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,78.3489564498493,158.60728868428762,26.61529744064264
YLDs (Years Lived with Disability),Bulgaria,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,144.82944387355425,275.5470376128864,55.58056809802015
YLDs (Years Lived with Disability),Bulgaria,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,87.29207293649226,182.12122546376784,23.106297102501628
YLDs (Years Lived with Disability),Bulgaria,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,203.9455543849339,398.48853042832684,67.85950747388857
YLDs (Years Lived with Disability),Singapore,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,26.904011858150426,60.092614591644455,8.261898209199918
YLDs (Years Lived with Disability),Singapore,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,26.4349987212767,57.16467260960249,8.937920253185945
YLDs (Years Lived with Disability),Singapore,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,88.27621259823452,183.46567129509725,26.948750559430984
YLDs (Years Lived with Disability),Singapore,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,107.29214092980993,204.82407449047048,40.485032417010615
YLDs (Years Lived with Disability),Singapore,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,95.41184988013684,203.20244253067185,26.11003667662256
YLDs (Years Lived with Disability),Singapore,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,225.07371821693894,442.08367936449326,77.00614352454431
YLDs (Years Lived with Disability),Georgia,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,11.684328399935323,27.026224323093356,3.242972160959679
YLDs (Years Lived with Disability),Georgia,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,10.10131343846256,23.620822057738078,3.094790061596365
YLDs (Years Lived with Disability),Georgia,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,29.442192471020483,67.63594176694815,8.090336786161801
YLDs (Years Lived with Disability),Georgia,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,27.842892683440233,57.96887810597318,10.348376900208569
YLDs (Years Lived with Disability),Georgia,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,33.81500509083966,79.4781955183602,7.631720734385278
YLDs (Years Lived with Disability),Georgia,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,40.91682020732782,83.64480412625876,14.230015860928898
YLDs (Years Lived with Disability),Kiribati,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,1.0100897032973266,2.313410795241646,0.315468920615361
YLDs (Years Lived with Disability),Kiribati,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,1.7539782614600947,3.8581172411384195,0.6650600170057421
YLDs (Years Lived with Disability),Kiribati,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,3.2231403740131532,6.727197279060401,1.0266856554850512
YLDs (Years Lived with Disability),Kiribati,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,6.705991720783726,12.38702093893394,2.540580785351934
YLDs (Years Lived with Disability),Kiribati,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,4.283500618654781,8.948216174907957,1.1993298608448753
YLDs (Years Lived with Disability),Kiribati,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,10.579687506544875,20.29915022119443,3.402233051952526
YLDs (Years Lived with Disability),Libya,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,167.708720798647,346.70640867199074,57.56811964010848
YLDs (Years Lived with Disability),Libya,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,158.98854157958579,344.7400790553603,56.107970553023236
YLDs (Years Lived with Disability),Libya,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,381.7872789351023,784.4053657974206,122.57477069417895
YLDs (Years Lived with Disability),Libya,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,544.0045708132419,1099.5011317678986,195.45719595521248
YLDs (Years Lived with Disability),Libya,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,405.0088264390246,877.9834220900891,112.3539700156083
YLDs (Years Lived with Disability),Libya,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,773.6039105701907,1592.17018275552,202.88981130584932
YLDs (Years Lived with Disability),Poland,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,84.04276934420693,184.80895166846273,27.888084402998384
YLDs (Years Lived with Disability),Poland,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,93.37998667849806,197.68534530584975,33.4580421183276
YLDs (Years Lived with Disability),Poland,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,260.4345899657112,550.5803917404132,79.39603661111707
YLDs (Years Lived with Disability),Poland,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,291.72348750051765,563.426256633924,110.02803687428458
YLDs (Years Lived with Disability),Poland,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,415.1496203535884,909.2322065782821,117.36601591811437
YLDs (Years Lived with Disability),Poland,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,536.5185554330415,1092.5791780622892,181.76567971943834
YLDs (Years Lived with Disability),Mexico,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,648.5656570882265,1459.9767183931267,209.2502046760556
YLDs (Years Lived with Disability),Mexico,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,2154.390994774879,4501.252248603096,796.3639704208854
YLDs (Years Lived with Disability),Mexico,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,1903.7206727988564,4125.568452145898,584.1047895265159
YLDs (Years Lived with Disability),Mexico,Female,15-19 years,Depressive disorders,All risk factors,Number,2018,8190.526948280058,15383.776764634245,3256.2527494473543
YLDs (Years Lived with Disability),Mexico,Male,20-24 years,Depressive disorders,All risk factors,Number,2018,2404.4950097117817,5318.13299838819,635.3224787729854
YLDs (Years Lived with Disability),Mexico,Female,20-24 years,Depressive disorders,All risk factors,Number,2018,14081.087724184817,26820.047003538955,4875.880760643102
YLDs (Years Lived with Disability),Panama,Male,10-14 years,Depressive disorders,All risk factors,Number,2018,28.840415434681038,64.63047091257305,8.885116699530286
YLDs (Years Lived with Disability),Panama,Female,10-14 years,Depressive disorders,All risk factors,Number,2018,73.92621732054351,157.77652897317108,26.261139383208917
YLDs (Years Lived with Disability),Panama,Male,15-19 years,Depressive disorders,All risk factors,Number,2018,76.12028560030146,161.8026690979539,23.878014693281195
