measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Kiribati,Male,15-19 years,Depressive disorders,Percent,2006,0.006457946114358301,0.009717395561355114,0.004286540492805302
Incidence,Kiribati,Female,15-19 years,Depressive disorders,Percent,2006,0.007564879225783516,0.011057395948272972,0.004914831792683012
Incidence,Kiribati,Male,20-24 years,Depressive disorders,Number,2006,187.164725898214,261.3571081477865,133.57849439463016
Incidence,Kiribati,Female,20-24 years,Depressive disorders,Number,2006,187.9653528051599,267.41961098280916,125.59930046972285
Incidence,Kiribati,Male,20-24 years,Depressive disorders,Percent,2006,0.009083848177354715,0.013322769325122925,0.006168875438296099
Incidence,Kiribati,Female,20-24 years,Depressive disorders,Percent,2006,0.008343485703482064,0.01219000978242301,0.005304788024874911
Incidence,Micronesia (Federated States of),Male,10-14 years,Depressive disorders,Number,2006,54.09061448693326,85.41287450244975,29.584059154677277
Incidence,Micronesia (Federated States of),Female,10-14 years,Depressive disorders,Number,2006,89.89337984564504,143.97447756689076,48.39866009828767
Incidence,Micronesia (Federated States of),Male,10-14 years,Depressive disorders,Percent,2006,0.0016896052690673349,0.0028174180655053446,0.0008658939431969789
Incidence,Micronesia (Federated States of),Female,10-14 years,Depressive disorders,Percent,2006,0.003145103830476092,0.005154635254267417,0.0015970046502891448
Incidence,Micronesia (Federated States of),Male,15-19 years,Depressive disorders,Number,2006,179.16503727718427,255.59358047215184,127.29190130395538
Incidence,Micronesia (Federated States of),Female,15-19 years,Depressive disorders,Number,2006,205.17120102607453,288.08822730952755,144.82763314588001
Incidence,Micronesia (Federated States of),Male,15-19 years,Depressive disorders,Percent,2006,0.006386285445741264,0.00945965351181725,0.00423757492483112
Incidence,Micronesia (Federated States of),Female,15-19 years,Depressive disorders,Percent,2006,0.0077639007478074226,0.01142578232640903,0.005220067309653023
Incidence,Micronesia (Federated States of),Male,20-24 years,Depressive disorders,Number,2006,196.08689590997062,269.99004485200555,138.33688965941028
Incidence,Micronesia (Federated States of),Female,20-24 years,Depressive disorders,Number,2006,196.2056228113743,274.665672689706,130.67797848698547
Incidence,Micronesia (Federated States of),Male,20-24 years,Depressive disorders,Percent,2006,0.008725724186924235,0.012702932863630714,0.005790110938397354
Incidence,Micronesia (Federated States of),Female,20-24 years,Depressive disorders,Percent,2006,0.008704899765505559,0.012696989963335925,0.005624539610932658
Incidence,Honduras,Male,10-14 years,Depressive disorders,Number,2006,3451.04965362125,5513.199171037267,1882.3527881699893
Incidence,Honduras,Female,10-14 years,Depressive disorders,Number,2006,8016.172282799263,12597.548524003416,4276.142881816324
Incidence,Honduras,Male,10-14 years,Depressive disorders,Percent,2006,0.0014094288737227978,0.002271344166240043,0.0007283254686059185
Incidence,Honduras,Female,10-14 years,Depressive disorders,Percent,2006,0.0034243169927524546,0.005620835417301694,0.0017437352364888551
Incidence,Honduras,Male,15-19 years,Depressive disorders,Number,2006,7273.65014480504,10168.841727846358,5115.108773833087
Incidence,Honduras,Female,15-19 years,Depressive disorders,Number,2006,16017.596503793508,23031.0165391388,11042.616507687671
Incidence,Honduras,Male,15-19 years,Depressive disorders,Percent,2006,0.003716710255276622,0.005430029353383196,0.002369321507833837
Incidence,Honduras,Female,15-19 years,Depressive disorders,Percent,2006,0.008213346156130015,0.01226140424297115,0.005294653717983472
Incidence,Honduras,Male,20-24 years,Depressive disorders,Number,2006,7850.968595944451,10731.362037641444,5528.855445290665
Incidence,Honduras,Female,20-24 years,Depressive disorders,Number,2006,16772.610929798073,23688.441696343238,11387.317312257564
Incidence,Honduras,Male,20-24 years,Depressive disorders,Percent,2006,0.004934896576588526,0.007129226457590938,0.0032336638425726877
Incidence,Honduras,Female,20-24 years,Depressive disorders,Percent,2006,0.009773671016670614,0.014411813769759913,0.006129338643108204
Incidence,Iran (Islamic Republic of),Male,10-14 years,Depressive disorders,Number,2006,57722.17572931234,89461.95264100467,32897.08367452553
Incidence,Iran (Islamic Republic of),Female,10-14 years,Depressive disorders,Number,2006,110773.08410739676,164551.86319278277,66513.9236829773
Incidence,Iran (Islamic Republic of),Male,10-14 years,Depressive disorders,Percent,2006,0.003094930715498118,0.005041053278041914,0.0016866582128411249
Incidence,Iran (Islamic Republic of),Female,10-14 years,Depressive disorders,Percent,2006,0.006155983553974055,0.009577067074301641,0.003507597328570278
Incidence,Iran (Islamic Republic of),Male,15-19 years,Depressive disorders,Number,2006,182100.26575155972,252390.5827140784,124448.67013890519
Incidence,Iran (Islamic Republic of),Female,15-19 years,Depressive disorders,Number,2006,324923.06374142243,434619.5804337873,233357.30903637226
Incidence,Iran (Islamic Republic of),Male,15-19 years,Depressive disorders,Percent,2006,0.008478081983411703,0.012223575674211595,0.005347060328613306
Incidence,Iran (Islamic Republic of),Female,15-19 years,Depressive disorders,Percent,2006,0.014875972929515676,0.020534928160993934,0.010038350640896655
Incidence,Iran (Islamic Republic of),Male,20-24 years,Depressive disorders,Number,2006,244927.3333061502,342987.77438019,161590.4135799255
Incidence,Iran (Islamic Republic of),Female,20-24 years,Depressive disorders,Number,2006,415010.03954314487,559288.0346684894,286715.6296774403
Incidence,Iran (Islamic Republic of),Male,20-24 years,Depressive disorders,Percent,2006,0.01096771141103628,0.015887061679094157,0.007015886155924867
Incidence,Iran (Islamic Republic of),Female,20-24 years,Depressive disorders,Percent,2006,0.01708489736007296,0.023763765526470762,0.011611783554719052
Incidence,Malaysia,Male,10-14 years,Depressive disorders,Number,2006,36924.4484865171,54656.5924197938,22360.997227607997
Incidence,Malaysia,Female,10-14 years,Depressive disorders,Number,2006,56554.25829116998,78029.54293857058,36073.38707215412
Incidence,Malaysia,Male,10-14 years,Depressive disorders,Percent,2006,0.005889229882041056,0.009218273798368691,0.003439288015151858
Incidence,Malaysia,Female,10-14 years,Depressive disorders,Percent,2006,0.00959045711678732,0.014127663772880017,0.005881199186615033
Incidence,Malaysia,Male,15-19 years,Depressive disorders,Number,2006,64922.13480006474,86085.3349326524,48437.39049917358
Incidence,Malaysia,Female,15-19 years,Depressive disorders,Number,2006,81019.58204210845,103561.79308674947,59834.153346819534
Incidence,Malaysia,Male,15-19 years,Depressive disorders,Percent,2006,0.010468865205439796,0.014644469250127435,0.0071740446242157495
Incidence,Malaysia,Female,15-19 years,Depressive disorders,Percent,2006,0.013695693393533602,0.018747573085864236,0.009481352481619262
Incidence,Malaysia,Male,20-24 years,Depressive disorders,Number,2006,54875.7387814355,72312.55270929154,38935.24410968465
Incidence,Malaysia,Female,20-24 years,Depressive disorders,Number,2006,52080.48186263282,69436.08015099836,36149.450326292295
Incidence,Malaysia,Male,20-24 years,Depressive disorders,Percent,2006,0.008817574226916555,0.012469028413020092,0.005837392210903922
Incidence,Malaysia,Female,20-24 years,Depressive disorders,Percent,2006,0.00890193571231858,0.01229637903051419,0.005901169155541308
Incidence,United Kingdom,Male,10-14 years,Depressive disorders,Number,2006,37790.61728822613,54443.07297651171,22991.06569326733
Incidence,United Kingdom,Female,10-14 years,Depressive disorders,Number,2006,53433.11652213446,76740.95312714043,33665.935638525254
Incidence,United Kingdom,Male,10-14 years,Depressive disorders,Percent,2006,0.003788732627630093,0.005944117762876397,0.0021732396248515893
Incidence,United Kingdom,Female,10-14 years,Depressive disorders,Percent,2006,0.005587186303005764,0.008548788721926494,0.0032651061424976502
Incidence,United Kingdom,Male,15-19 years,Depressive disorders,Number,2006,80873.41512314967,110382.55804103633,57492.15660205856
Incidence,United Kingdom,Female,15-19 years,Depressive disorders,Number,2006,117353.87064973285,160256.84907333064,84059.23482312154
Incidence,United Kingdom,Male,15-19 years,Depressive disorders,Percent,2006,0.00815604891133904,0.011691831366991636,0.005374574341296738
Incidence,United Kingdom,Female,15-19 years,Depressive disorders,Percent,2006,0.01122761782311869,0.01594929337529022,0.007439699470409954
Incidence,United Kingdom,Male,20-24 years,Depressive disorders,Number,2006,97641.54432669083,131717.8209309305,68057.67569178206
Incidence,United Kingdom,Female,20-24 years,Depressive disorders,Number,2006,142794.92010212748,193803.694076813,98895.35051911224
Incidence,United Kingdom,Male,20-24 years,Depressive disorders,Percent,2006,0.009954376144943666,0.013994078244751875,0.006746186638541228
Incidence,United Kingdom,Female,20-24 years,Depressive disorders,Percent,2006,0.012736658719949289,0.01773570971291195,0.008649989604270042
Incidence,Hungary,Male,10-14 years,Depressive disorders,Number,2006,1803.966133897577,2857.599110967394,1035.105137849818
Incidence,Hungary,Female,10-14 years,Depressive disorders,Number,2006,3366.755830045104,5423.671399375957,1834.3101576531799
Incidence,Hungary,Male,10-14 years,Depressive disorders,Percent,2006,0.0011430627169594794,0.001872448279702605,0.0006148419374013666
Incidence,Hungary,Female,10-14 years,Depressive disorders,Percent,2006,0.002185824577560365,0.0035327370988217774,0.001119095284134517
Incidence,Hungary,Male,15-19 years,Depressive disorders,Number,2006,5494.176536684459,7551.622571742009,4047.2804829324728
Incidence,Hungary,Female,15-19 years,Depressive disorders,Number,2006,9748.115848177646,13578.65280685354,6976.953276012775
Incidence,Hungary,Male,15-19 years,Depressive disorders,Percent,2006,0.003307984693111834,0.004739858484195334,0.002264925023816166
Incidence,Hungary,Female,15-19 years,Depressive disorders,Percent,2006,0.005688792962489796,0.008072261904024413,0.003838752838721375
Incidence,Hungary,Male,20-24 years,Depressive disorders,Number,2006,7481.0825167068315,10385.644805744108,5439.229272034207
Incidence,Hungary,Female,20-24 years,Depressive disorders,Number,2006,13029.844530472146,17622.555090409514,8932.417973212403
Incidence,Hungary,Male,20-24 years,Depressive disorders,Percent,2006,0.004392532814067674,0.006183778885008305,0.0030599257029969127
Incidence,Hungary,Female,20-24 years,Depressive disorders,Percent,2006,0.007281337730892624,0.01025854913762859,0.004795555947659704
Incidence,Papua New Guinea,Male,10-14 years,Depressive disorders,Number,2000,2774.0892777474796,4423.811786465831,1558.7621280063825
Incidence,Papua New Guinea,Female,10-14 years,Depressive disorders,Number,2000,4227.230307598054,6765.9361561090955,2331.8655448743507
Incidence,Papua New Guinea,Male,10-14 years,Depressive disorders,Percent,2000,0.0016712988717428902,0.0027795834599260083,0.0008850276391117065
Incidence,Papua New Guinea,Female,10-14 years,Depressive disorders,Percent,2000,0.003081020519448068,0.005100384481713655,0.0015939328334496387
Incidence,Papua New Guinea,Male,15-19 years,Depressive disorders,Number,2000,9620.345390782164,13498.698969572968,6829.358957660428
Incidence,Papua New Guinea,Female,15-19 years,Depressive disorders,Number,2000,11294.671229196108,16018.23728615506,7824.865292152491
Incidence,Papua New Guinea,Male,15-19 years,Depressive disorders,Percent,2000,0.006825984906805372,0.009859516697027513,0.00451328753320041
Incidence,Papua New Guinea,Female,15-19 years,Depressive disorders,Percent,2000,0.008621959171481144,0.012756374319850727,0.0057552136829030496
Incidence,Papua New Guinea,Male,20-24 years,Depressive disorders,Number,2000,12130.91827356121,16417.59467580391,8451.522195633466
Incidence,Papua New Guinea,Female,20-24 years,Depressive disorders,Number,2000,13473.735668715131,18596.898485636088,9109.804375434618
Incidence,Papua New Guinea,Male,20-24 years,Depressive disorders,Percent,2000,0.009595622296188645,0.013475547633114414,0.006395667372156734
Incidence,Papua New Guinea,Female,20-24 years,Depressive disorders,Percent,2000,0.010139509174178581,0.014670049642455604,0.006392746561665989
Incidence,Mozambique,Male,10-14 years,Depressive disorders,Number,2000,13383.130955459203,21379.883683057484,7610.958640369803
Incidence,Mozambique,Female,10-14 years,Depressive disorders,Number,2000,20025.45322888506,31370.176655337065,10957.49041500723
Incidence,Mozambique,Male,10-14 years,Depressive disorders,Percent,2000,0.0027898796188096995,0.0045743296254971985,0.0015016209990907547
Incidence,Mozambique,Female,10-14 years,Depressive disorders,Percent,2000,0.004209899207510869,0.006808024437076147,0.0021717641905043424
Incidence,Mozambique,Male,15-19 years,Depressive disorders,Number,2000,29981.5120499173,43123.65581082069,20765.529251230233
Incidence,Mozambique,Female,15-19 years,Depressive disorders,Number,2000,46334.282197730914,66387.54323088526,31779.46753553826
Incidence,Mozambique,Male,15-19 years,Depressive disorders,Percent,2000,0.007790717474362067,0.01139401693367681,0.005130743719295318
Incidence,Mozambique,Female,15-19 years,Depressive disorders,Percent,2000,0.010333165764159548,0.015234239786657692,0.006781306426909603
Incidence,Mozambique,Male,20-24 years,Depressive disorders,Number,2000,33360.96861761831,47323.44773848943,22575.80449898326
Incidence,Mozambique,Female,20-24 years,Depressive disorders,Number,2000,55356.63318839722,76520.605331905,36818.18742641281
Incidence,Mozambique,Male,20-24 years,Depressive disorders,Percent,2000,0.010226004607270685,0.014776055161230529,0.0067336346811956846
Incidence,Mozambique,Female,20-24 years,Depressive disorders,Percent,2000,0.012481177140232284,0.017565116714372928,0.008132204064818023
Incidence,Solomon Islands,Male,10-14 years,Depressive disorders,Number,2000,213.2762285952388,333.65432693739774,117.49753191232531
Incidence,Solomon Islands,Female,10-14 years,Depressive disorders,Number,2000,344.00250100545657,552.4929394519867,183.46708745541258
Incidence,Solomon Islands,Male,10-14 years,Depressive disorders,Percent,2000,0.0015242143119260317,0.0025356108233964836,0.0007785487922588241
Incidence,Solomon Islands,Female,10-14 years,Depressive disorders,Percent,2000,0.0029390201456145027,0.005005382141832532,0.0014731900573657104
Incidence,Solomon Islands,Male,15-19 years,Depressive disorders,Number,2000,711.649996127537,1029.1314592730807,494.0341193262925
Incidence,Solomon Islands,Female,15-19 years,Depressive disorders,Number,2000,907.8849470987259,1290.8425051310521,641.8718430605735
Incidence,Solomon Islands,Male,15-19 years,Depressive disorders,Percent,2000,0.00600397408286477,0.008947442260195086,0.00387362626625007
Incidence,Solomon Islands,Female,15-19 years,Depressive disorders,Percent,2000,0.007944714664263592,0.011718135731185582,0.00527702947662501
Incidence,Solomon Islands,Male,20-24 years,Depressive disorders,Number,2000,902.9793542049679,1261.2522157709102,631.8986757529979
Incidence,Solomon Islands,Female,20-24 years,Depressive disorders,Number,2000,1076.225812009358,1501.2839375181452,735.1344375688884
Incidence,Solomon Islands,Male,20-24 years,Depressive disorders,Percent,2000,0.00834203145433239,0.012380595715665124,0.005550987825703615
Incidence,Solomon Islands,Female,20-24 years,Depressive disorders,Percent,2000,0.0092596834514944,0.013354725151737827,0.005996579910419613
Incidence,Turkmenistan,Male,10-14 years,Depressive disorders,Number,2000,2558.0571867207846,4061.9717813087314,1492.9642388194238
Incidence,Turkmenistan,Female,10-14 years,Depressive disorders,Number,2000,3282.072876735502,5385.086322019677,1804.5124054020398
Incidence,Turkmenistan,Male,10-14 years,Depressive disorders,Percent,2000,0.0023991764951183285,0.003943023288067695,0.0013033442675943626
Incidence,Turkmenistan,Female,10-14 years,Depressive disorders,Percent,2000,0.0034474435604212347,0.005740614377708447,0.001798377378750767
Incidence,Turkmenistan,Male,15-19 years,Depressive disorders,Number,2000,6030.3065876399405,8326.443062244329,4428.249658568465
Incidence,Turkmenistan,Female,15-19 years,Depressive disorders,Number,2000,7847.953411846168,11006.22544369886,5543.975499394434
Incidence,Turkmenistan,Male,15-19 years,Depressive disorders,Percent,2000,0.006259839047993907,0.00878082530694267,0.0042162686811795524
Incidence,Turkmenistan,Female,15-19 years,Depressive disorders,Percent,2000,0.00889875093754528,0.012866829746725776,0.006044735056547019
Incidence,Turkmenistan,Male,20-24 years,Depressive disorders,Number,2000,6482.285053535503,8864.615942786666,4570.734150871988
Incidence,Turkmenistan,Female,20-24 years,Depressive disorders,Number,2000,8820.427863688394,12260.539417686261,6053.363819702111
Incidence,Turkmenistan,Male,20-24 years,Depressive disorders,Percent,2000,0.0076385463555795445,0.010742345117604458,0.005105328393762338
Incidence,Turkmenistan,Female,20-24 years,Depressive disorders,Percent,2000,0.010471040682614,0.015092248512298177,0.0070831171181851334
Incidence,Portugal,Male,10-14 years,Depressive disorders,Number,2000,6655.059003930619,10321.579969464432,3986.7610081469443
Incidence,Portugal,Female,10-14 years,Depressive disorders,Number,2000,18265.13259535903,27801.9211350027,10528.362758854882
Incidence,Portugal,Male,10-14 years,Depressive disorders,Percent,2000,0.004668905818633028,0.007517756928592121,0.0025926534796386885
Incidence,Portugal,Female,10-14 years,Depressive disorders,Percent,2000,0.013377043783553595,0.02107637897643044,0.00730396201727267
Incidence,Portugal,Male,15-19 years,Depressive disorders,Number,2000,13643.590988382628,19280.15633674718,9240.531075887833
Incidence,Portugal,Female,15-19 years,Depressive disorders,Number,2000,38694.65066624881,53164.84557547716,27357.52320157989
Incidence,Portugal,Male,15-19 years,Depressive disorders,Percent,2000,0.008207941633277023,0.012284078956201186,0.005305274844686739
Incidence,Portugal,Female,15-19 years,Depressive disorders,Percent,2000,0.02261131631505968,0.032341323710739216,0.014958813692773213
Incidence,Portugal,Male,20-24 years,Depressive disorders,Number,2000,16684.008035861014,23146.627551160327,11862.956299211179
Incidence,Portugal,Female,20-24 years,Depressive disorders,Number,2000,45306.760790667024,62777.508341411,30811.764081521374
Incidence,Portugal,Male,20-24 years,Depressive disorders,Percent,2000,0.008632956486986861,0.012639638418336395,0.005579108915914715
Incidence,Portugal,Female,20-24 years,Depressive disorders,Percent,2000,0.020880907605439706,0.030011001277068263,0.013450288832874953
Incidence,Guatemala,Male,10-14 years,Depressive disorders,Number,2000,6031.947591354486,9494.440251259563,3225.854486643905
Incidence,Guatemala,Female,10-14 years,Depressive disorders,Number,2000,15520.59937537375,24594.431971463797,8238.230666996118
Incidence,Guatemala,Male,10-14 years,Depressive disorders,Percent,2000,0.001635943608078599,0.0026360800876687393,0.0008529804060083234
Incidence,Guatemala,Female,10-14 years,Depressive disorders,Percent,2000,0.004537333239852395,0.007437557009351559,0.002308215282585415
Incidence,Guatemala,Male,15-19 years,Depressive disorders,Number,2000,13145.597989657379,18227.056738900967,9531.683556089807
Incidence,Guatemala,Female,15-19 years,Depressive disorders,Number,2000,28655.412012180357,40110.158412316545,20472.824954633048
Incidence,Guatemala,Male,15-19 years,Depressive disorders,Percent,2000,0.004568134281242045,0.006620379318087476,0.0030502301658502607
Incidence,Guatemala,Female,15-19 years,Depressive disorders,Percent,2000,0.010198771889168281,0.014478542333116042,0.006914635248800079
Incidence,Guatemala,Male,20-24 years,Depressive disorders,Number,2000,15584.7965262635,21027.41023044722,11512.247763345207
Incidence,Guatemala,Female,20-24 years,Depressive disorders,Number,2000,31356.90087394398,42302.69878049303,22499.919083105822
Incidence,Guatemala,Male,20-24 years,Depressive disorders,Percent,2000,0.006530576303432838,0.00905734088760121,0.004604535083001737
Incidence,Guatemala,Female,20-24 years,Depressive disorders,Percent,2000,0.012283068046804672,0.016804768220343116,0.00834334088967988
Incidence,Grenada,Male,10-14 years,Depressive disorders,Number,2000,52.63517619620777,85.63209606320441,28.86213330451524
Incidence,Grenada,Female,10-14 years,Depressive disorders,Number,2000,133.7913147695171,215.08533104277078,69.30502232493377
Incidence,Grenada,Male,10-14 years,Depressive disorders,Percent,2000,0.00201566434049226,0.0033946167444790943,0.0010103301627100787
Incidence,Grenada,Female,10-14 years,Depressive disorders,Percent,2000,0.004838255534318456,0.00798916830017463,0.0023581067442157272
Incidence,Grenada,Male,15-19 years,Depressive disorders,Number,2000,137.0961492672045,190.24326937525842,96.8208315357816
Incidence,Grenada,Female,15-19 years,Depressive disorders,Number,2000,268.2349893384108,382.6193960574943,181.74621536297104
Incidence,Grenada,Male,15-19 years,Depressive disorders,Percent,2000,0.005509700693722582,0.008101834704220958,0.003613626575019954
Incidence,Grenada,Female,15-19 years,Depressive disorders,Percent,2000,0.010228170858210915,0.015000493855048007,0.006535949792816577
Incidence,Grenada,Male,20-24 years,Depressive disorders,Number,2000,186.23588734571695,259.50698789521863,130.91525832438606
Incidence,Grenada,Female,20-24 years,Depressive disorders,Number,2000,308.0098449098499,443.42707294948616,202.41537871432476
Incidence,Grenada,Male,20-24 years,Depressive disorders,Percent,2000,0.006851851682311985,0.01001636891950356,0.004541162668266247
Incidence,Grenada,Female,20-24 years,Depressive disorders,Percent,2000,0.011078562119876846,0.016228087596793905,0.006724088078020102
Incidence,Republic of Moldova,Male,10-14 years,Depressive disorders,Number,2006,1068.1561931094122,1653.7566757094055,622.0755841344737
Incidence,Republic of Moldova,Female,10-14 years,Depressive disorders,Number,2006,1597.0417998780129,2538.866913822704,848.3464237163768
Incidence,Republic of Moldova,Male,10-14 years,Depressive disorders,Percent,2006,0.0016155959956086496,0.0026566709889735587,0.0008994775488438922
Incidence,Republic of Moldova,Female,10-14 years,Depressive disorders,Percent,2006,0.002512124099378678,0.004096160704579764,0.0012794534385002375
Incidence,Republic of Moldova,Male,15-19 years,Depressive disorders,Number,2006,3413.8925203993776,4881.174066891178,2463.8144527729855
Incidence,Republic of Moldova,Female,15-19 years,Depressive disorders,Number,2006,4909.824010096119,6842.326310015269,3374.1634220830456
Incidence,Republic of Moldova,Male,15-19 years,Depressive disorders,Percent,2006,0.0038690194310418945,0.005657272590526101,0.0026496894185223142
Incidence,Republic of Moldova,Female,15-19 years,Depressive disorders,Percent,2006,0.005578477186656995,0.008090039317898761,0.003679879450753085
Incidence,Republic of Moldova,Male,20-24 years,Depressive disorders,Number,2006,4602.6542427254335,6337.975178848738,3289.6854107224294
Incidence,Republic of Moldova,Female,20-24 years,Depressive disorders,Number,2006,6671.281945079006,9256.826985770856,4552.1186505016085
Incidence,Republic of Moldova,Male,20-24 years,Depressive disorders,Percent,2006,0.004974726495908112,0.007144603785458927,0.003378520563653453
Incidence,Republic of Moldova,Female,20-24 years,Depressive disorders,Percent,2006,0.006962159917509137,0.009822017327713067,0.004498576789707604
Incidence,Mexico,Male,10-14 years,Depressive disorders,Number,2000,39393.639683994654,57842.81884455483,24812.632654392506
Incidence,Mexico,Female,10-14 years,Depressive disorders,Number,2000,95288.09310381381,140359.27824507197,58923.27922111669
Incidence,Mexico,Male,10-14 years,Depressive disorders,Percent,2000,0.001334240393021987,0.002047033695570243,0.0007955382958594374
Incidence,Mexico,Female,10-14 years,Depressive disorders,Percent,2000,0.0033680975438770177,0.005115492664612998,0.0019993585340125756
Incidence,Mexico,Male,15-19 years,Depressive disorders,Number,2000,95517.32703850973,126294.83814258984,72667.61255733429
Incidence,Mexico,Female,15-19 years,Depressive disorders,Number,2000,215545.45898396362,286312.76815614273,156162.76755504386
Incidence,Mexico,Male,15-19 years,Depressive disorders,Percent,2000,0.003817757955055875,0.005383166322667005,0.0026694866194243616
Incidence,Mexico,Female,15-19 years,Depressive disorders,Percent,2000,0.008742058220677335,0.012261733770998698,0.0059646978187034815
Incidence,Mexico,Male,20-24 years,Depressive disorders,Number,2000,117719.94761606398,152548.78112805655,88142.6093235548
Incidence,Mexico,Female,20-24 years,Depressive disorders,Number,2000,251408.78702243557,331784.2212507832,179266.30877433086
Incidence,Jamaica,Male,10-14 years,Depressive disorders,Number,2006,1448.9218637051852,2272.9889252406815,789.7991948456784
Incidence,Jamaica,Female,10-14 years,Depressive disorders,Number,2006,3441.8664240762073,5686.668621557078,1795.9999447813268
Incidence,Jamaica,Male,10-14 years,Depressive disorders,Percent,2006,0.001901820564785563,0.0030162371617580815,0.0009700360042069529
Incidence,Jamaica,Female,10-14 years,Depressive disorders,Percent,2006,0.004769887232787186,0.008055190643499256,0.0022910179816115514
Incidence,Jamaica,Male,15-19 years,Depressive disorders,Number,2006,2820.3489833450635,3878.6437009605506,1974.1223968975837
Incidence,Jamaica,Female,15-19 years,Depressive disorders,Number,2006,6201.832440163085,9122.373645482417,4156.738758111238
Incidence,Jamaica,Male,15-19 years,Depressive disorders,Percent,2006,0.004394977510910998,0.006407682201503115,0.002891813209908901
Incidence,Jamaica,Female,15-19 years,Depressive disorders,Percent,2006,0.009683795782099587,0.014579797639224573,0.006054740081467165
Incidence,Jamaica,Male,20-24 years,Depressive disorders,Number,2006,2940.807285113292,4027.76317580771,2053.8231559231513
Incidence,Jamaica,Female,20-24 years,Depressive disorders,Number,2006,6347.699241449003,9085.598212206794,4094.9491083723015
Incidence,Jamaica,Male,20-24 years,Depressive disorders,Percent,2006,0.0050582383504898226,0.007330125829921547,0.0033233588464417776
Incidence,Jamaica,Female,20-24 years,Depressive disorders,Percent,2006,0.010338393707524995,0.015340140138647141,0.006367798486676737
Incidence,Gambia,Male,10-14 years,Depressive disorders,Number,2006,971.0645733858361,1526.1033674835069,541.8926896253556
Incidence,Gambia,Female,10-14 years,Depressive disorders,Number,2006,2889.4174872129415,4748.127823320505,1531.0048155650404
Incidence,Gambia,Male,10-14 years,Depressive disorders,Percent,2006,0.0027040377021784563,0.004343773591007435,0.0014260055096454683
Incidence,Gambia,Female,10-14 years,Depressive disorders,Percent,2006,0.007620023563453846,0.012597307876904527,0.0038881899793677217
Incidence,Gambia,Male,15-19 years,Depressive disorders,Number,2006,2025.6371845976282,2906.0742909767155,1368.6751724157507
Incidence,Gambia,Female,15-19 years,Depressive disorders,Number,2006,6459.005211360989,9204.121709453966,4292.087975689791
Incidence,Gambia,Male,15-19 years,Depressive disorders,Percent,2006,0.0061628902166832875,0.00906316210473576,0.004019452498063688
Incidence,Gambia,Female,15-19 years,Depressive disorders,Percent,2006,0.01790460732825593,0.02553449687054769,0.011666666254118972
Incidence,Gambia,Male,20-24 years,Depressive disorders,Number,2006,2265.8986848936265,3199.056311663277,1514.1384922982395
Incidence,Gambia,Female,20-24 years,Depressive disorders,Number,2006,7537.048483228752,10396.846895365836,5007.658251027617
Incidence,Gambia,Male,20-24 years,Depressive disorders,Percent,2006,0.007494243834957221,0.010664775162449812,0.004923219511794268
Incidence,Gambia,Female,20-24 years,Depressive disorders,Percent,2006,0.021429018668777226,0.030069731043434154,0.01411569756687234
Incidence,Syrian Arab Republic,Male,10-14 years,Depressive disorders,Number,2006,23819.380482087476,39139.809737472046,12774.206940311371
Incidence,Syrian Arab Republic,Female,10-14 years,Depressive disorders,Number,2006,36802.34239436834,58933.80511010029,19581.203921227094
Incidence,Syrian Arab Republic,Male,10-14 years,Depressive disorders,Percent,2006,0.0039041473124492507,0.006368829269945919,0.001972595039143598
Incidence,Syrian Arab Republic,Female,10-14 years,Depressive disorders,Percent,2006,0.006320145682407338,0.010471673581768643,0.003161525769611406
Incidence,Syrian Arab Republic,Male,15-19 years,Depressive disorders,Number,2006,46437.9884926845,66094.98457588804,31814.737246979752
Incidence,Syrian Arab Republic,Female,15-19 years,Depressive disorders,Number,2006,65347.87575240007,95351.3831076457,43228.79676187928
Incidence,Syrian Arab Republic,Male,15-19 years,Depressive disorders,Percent,2006,0.00835617341236994,0.012396770035612922,0.005343679037779534
Incidence,Syrian Arab Republic,Female,15-19 years,Depressive disorders,Percent,2006,0.012116986283137973,0.01810184318291091,0.0075936151148623034
Incidence,Syrian Arab Republic,Male,20-24 years,Depressive disorders,Number,2006,53250.194072256054,74659.4409847469,35940.892073900635
Incidence,Syrian Arab Republic,Female,20-24 years,Depressive disorders,Number,2006,72269.29540144368,103260.35580952292,45553.321890045416
Incidence,Syrian Arab Republic,Male,20-24 years,Depressive disorders,Percent,2006,0.009595382319991356,0.013919251289367125,0.006126961470163266
Incidence,Syrian Arab Republic,Female,20-24 years,Depressive disorders,Percent,2006,0.01272869013771968,0.018788625710188883,0.007901032829249536
Incidence,Luxembourg,Male,10-14 years,Depressive disorders,Number,2000,191.6699913866142,296.4533097298172,112.1002820355029
Incidence,Luxembourg,Female,10-14 years,Depressive disorders,Number,2000,395.56373410045137,622.9879967007485,215.67923590230612
Incidence,Luxembourg,Male,10-14 years,Depressive disorders,Percent,2000,0.0030832284761159487,0.0049717341611347846,0.0016399504796065214
Incidence,Luxembourg,Female,10-14 years,Depressive disorders,Percent,2000,0.006558521110597082,0.010392430578405318,0.0032925241152362804
Incidence,Luxembourg,Male,15-19 years,Depressive disorders,Number,2000,381.328819705361,535.1866755404789,266.32385958355025
Incidence,Luxembourg,Female,15-19 years,Depressive disorders,Number,2000,705.0031801761488,992.5239072507567,503.8940768834042
